Year,OSHPD Facility Number,Facility Name,County Name,Type Of Control,Type Of Care,Count
2012,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,569
2012,190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Psychiatric,5563
2012,190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Chemical Dependency,32
2012,190240,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,8193
2012,190240,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,3
2012,190243,DOWNEY REGIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,12598
2012,190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Investor,Acute,4721
2012,190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,59
2012,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,1528
2012,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,7
2012,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,256
2012,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Non-Profit,Acute,5943
2012,190305,KINDRED HOSPITAL - LOS ANGELES,LOS ANGELES,Investor,Acute,811
2012,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,Investor,Acute,8892
2012,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,Investor,Physical Rehabilitation,223
2012,190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor,Acute,16683
2012,190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,496
2012,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,1
2012,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Psychiatric,1009
2012,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Acute,19370
2012,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,935
2012,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Psychiatric,2050
2012,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Physical Rehabilitation,630
2012,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,1439
2012,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,582
2012,190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,4404
2012,190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,9
2012,190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,LOS ANGELES,Investor,Acute,3194
2012,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,17353
2012,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,170
2012,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,443
2012,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,19309
2012,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,52
2012,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,188
2012,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,Non-Profit,Acute,16675
2012,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute,27129
2012,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,1249
2012,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Chemical Dependency,499
2012,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,328
2012,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,LOS ANGELES,Investor,Psychiatric,3310
2012,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,LOS ANGELES,Investor,Unknown,1
2012,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Acute,7495
2012,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,784
2012,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Psychiatric,1702
2012,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Physical Rehabilitation,1
2012,190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,25964
2012,190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,1369
2012,190429,KAISER FND HOSP - LOS ANGELES,LOS ANGELES,Non-Profit,Acute,25915
2012,190429,KAISER FND HOSP - LOS ANGELES,LOS ANGELES,Non-Profit,Psychiatric,2682
2012,190431,KAISER FND HOSP - SOUTH BAY,LOS ANGELES,Non-Profit,Acute,15405
2012,190432,KAISER FND HOSP - PANORAMA CITY,LOS ANGELES,Non-Profit,Acute,13587
2012,190434,KAISER FND HOSP - WEST LA,LOS ANGELES,Non-Profit,Acute,13510
2012,190449,KINDRED HOSPITAL - LA MIRADA,LOS ANGELES,Investor,Acute,2253
2012,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",LOS ANGELES,Investor,Psychiatric,2219
2012,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",LOS ANGELES,Investor,Chemical Dependency,500
2012,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,LOS ANGELES,Investor,Acute,1541
2012,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Non-Profit,Acute,21114
2012,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,2230
2012,190475,COMMUNITY HOSPITAL OF LONG BEACH,LOS ANGELES,Non-Profit,Acute,2694
2012,190475,COMMUNITY HOSPITAL OF LONG BEACH,LOS ANGELES,Non-Profit,Psychiatric,1459
2012,190500,MARINA DEL REY HOSPITAL,LOS ANGELES,Investor,Acute,4387
2012,190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,16394
2012,190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Acute,8169
2012,190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,145
2012,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,12129
2012,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,190
2012,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,Non-Profit,Acute,3929
2012,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,Non-Profit,Psychiatric,3471
2012,190525,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,20739
2012,190525,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,618
2012,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Acute,16924
2012,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,1071
2012,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Physical Rehabilitation,495
2012,190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor,Acute,5037
2012,190541,MONROVIA MEMORIAL HOSPITAL,LOS ANGELES,Investor,Acute,822
2012,190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor,Acute,6496
2012,190552,MOTION PICTURE AND TELEVISION HOSPITAL,LOS ANGELES,Non-Profit,Acute,219
2012,190552,MOTION PICTURE AND TELEVISION HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,54
2012,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,55109
2012,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,82
2012,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,760
2012,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,15885
2012,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1821
2012,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,278
2012,190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,2534
2012,190587,PACIFIC HOSPITAL OF LONG BEACH,LOS ANGELES,Investor,Acute,4766
2012,190587,PACIFIC HOSPITAL OF LONG BEACH,LOS ANGELES,Investor,Psychiatric,3530
2012,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,27200
2012,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Acute,20641
2012,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,637
2012,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,197
2012,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Acute,20124
2012,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Physical Rehabilitation,208
2012,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,LOS ANGELES,Investor,Acute,1923
2012,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,LOS ANGELES,Investor,Psychiatric,874
2012,190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,4701
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Acute,6245
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,869
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Psychiatric,572
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Chemical Dependency,161
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Physical Rehabilitation,282
2012,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Acute,198
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Acute,16164
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Acute,3561
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,67
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Psychiatric,1811
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Acute,3692
2012,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Psychiatric,393
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Acute,462
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,21901
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,402
2012,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1687
2012,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,14336
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,19754
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,240
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,8524
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,621
2012,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,442
2012,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor,Acute,3631
2012,190782,TARZANA TREATMENT CENTER,LOS ANGELES,Non-Profit,Psychiatric,2411
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,2167
2012,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,8
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Acute,24613
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Physical Rehabilitation,199
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Acute,19680
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,290
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,LOS ANGELES,Investor,Psychiatric,3148
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Acute,5386
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,692
2012,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,611
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,1390
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,4123
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Acute,141
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,21
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Acute,8833
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,21424
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,355
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1835
2012,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,331
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,10066
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,25
2012,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Psychiatric,2063
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute,11739
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,1109
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,148
2012,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Acute,3
2012,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Chemical Dependency,639
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute,19964
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,791
2012,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Acute,31933
2012,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,1086
2012,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute,13395
2012,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,821
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Acute,2347
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Physical Rehabilitation,1513
2012,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Acute,12090
2012,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Chemical Dependency,1221
2012,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Acute,9878
2012,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Psychiatric,143
2012,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Physical Rehabilitation,1
2012,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Psychiatric,87
2012,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Psychiatric,110
2012,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Acute,15511
2012,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Acute,20693
2012,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Acute,22915
2012,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,293
2012,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,181
2012,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,8199
2012,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Acute,6299
2012,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Acute,13625
2012,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Physical Rehabilitation,66
2012,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Acute,4849
2012,210993,KENTFIELD REHABILITATION HOSPITAL,MARIN,Investor,Acute,478
2012,211006,MARIN GENERAL HOSPITAL,MARIN,District,Acute,10262
2012,211006,MARIN GENERAL HOSPITAL,MARIN,District,Psychiatric,665
2012,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Acute,1599
2012,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Acute,183
2012,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Skilled Nursing/Intermediate Care,28
2012,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Acute,1267
2012,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Skilled Nursing/Intermediate Care,79
2012,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,District,Acute,1201
2012,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,District,Skilled Nursing/Intermediate Care,194
2012,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,MENDOCINO,Non-Profit,Acute,4936
2012,240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Non-Profit,Acute,2078
2012,240942,MERCY MEDICAL CENTER - MERCED,MERCED,Non-Profit,Acute,13161
2012,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,MERCED,City/County,Psychiatric,560
2012,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,District,Acute,18
2012,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,District,Skilled Nursing/Intermediate Care,20
2012,250956,MODOC MEDICAL CENTER,MODOC,District,Acute,183
2012,250956,MODOC MEDICAL CENTER,MODOC,District,Skilled Nursing/Intermediate Care,79
2012,260011,MAMMOTH HOSPITAL,MONO,District,Acute,719
2012,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,Non-Profit,Acute,11644
2012,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,Non-Profit,Psychiatric,676
2012,270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Non-Profit,Acute,1840
2012,270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Non-Profit,Skilled Nursing/Intermediate Care,146
2012,270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,District,Acute,11747
2012,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Acute,9649
2012,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Psychiatric,718
2012,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Physical Rehabilitation,392
2012,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Non-Profit,Acute,8337
2012,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Non-Profit,Physical Rehabilitation,293
2012,281078,ST. HELENA HOSPITAL,NAPA,Non-Profit,Acute,5164
2012,281078,ST. HELENA HOSPITAL,NAPA,Non-Profit,Psychiatric,736
2012,291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Non-Profit,Acute,5511
2012,291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Non-Profit,Skilled Nursing/Intermediate Care,359
2012,291053,TAHOE FOREST HOSPITAL,NEVADA,District,Acute,1981
2012,291053,TAHOE FOREST HOSPITAL,NEVADA,District,Skilled Nursing/Intermediate Care,38
2012,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Non-Profit,Acute,11095
2012,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,14564
2012,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Acute,1153
2012,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,29
2012,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Psychiatric,395
2012,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ORANGE,Investor,Acute,14616
2012,301127,KINDRED HOSPITAL BREA,ORANGE,Investor,Acute,474
2012,301127,KINDRED HOSPITAL BREA,ORANGE,Investor,Skilled Nursing/Intermediate Care,291
2012,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,ORANGE,Non-Profit,Acute,27298
2012,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Acute,1590
2012,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Skilled Nursing/Intermediate Care,20
2012,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Psychiatric,266
2012,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Chemical Dependency,384
2012,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Physical Rehabilitation,1
2012,301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,Investor,Acute,601
2012,301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,Investor,Psychiatric,2504
2012,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,ORANGE,Investor,Acute,20463
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,ORANGE,Investor,Acute,4906
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,ORANGE,Investor,Psychiatric,3011
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Non-Profit,Acute,30178
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Non-Profit,Chemical Dependency,491
2012,301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Investor,Acute,3109
2012,301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Investor,Psychiatric,270
2012,301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor,Acute,3312
2012,301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor,Psychiatric,287
2012,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Acute,10811
2012,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Psychiatric,395
2012,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Acute,4961
2012,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,41
2012,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Psychiatric,412
2012,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,18903
2012,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Physical Rehabilitation,441
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Acute,17720
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Psychiatric,1704
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Physical Rehabilitation,192
2012,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,ORANGE,Investor,Acute,7973
2012,301297,PLACENTIA LINDA HOSPITAL,ORANGE,Investor,Acute,3630
2012,301304,NEWPORT BAY HOSPITAL,ORANGE,Investor,Psychiatric,732
2012,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,18085
2012,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Acute,2148
2012,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Psychiatric,1510
2012,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Chemical Dependency,849
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Acute,23229
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Psychiatric,2013
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Chemical Dependency,41
2012,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Acute,15689
2012,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Skilled Nursing/Intermediate Care,855
2012,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Physical Rehabilitation,635
2012,301357,NEWPORT SPECIALTY HOSPITAL,ORANGE,Investor,Acute,421
2012,301357,NEWPORT SPECIALTY HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,28
2012,301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor,Acute,5486
