Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2012,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Discharge Days,17789
2012,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,126775
2012,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,1490
2012,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Discharge Days,30177
2012,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,92823
2012,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Discharge Days,38941
2012,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,93092
2012,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Discharge Days,70783
2012,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Discharge Days,26218
2012,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,128436
2012,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Discharge Days,19158
2012,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,113552
2012,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,158709
2012,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,41104
2012,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Discharge Days,21443
2012,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Discharge Days,122049
2012,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Discharge Days,55642
2012,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Discharge Days,79544
2012,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Discharge Days,76728
2012,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Discharge Days,160748
2012,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,29399
2012,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Discharge Days,98867
2012,370977,POMERADO HOSPITAL,District,SAN DIEGO,Discharge Days,65249
2012,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,37468
2012,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Discharge Days,43834
2012,374024,AURORA SAN DIEGO,Investor,SAN DIEGO,Discharge Days,26479
2012,374049,SHARP MCDONALD CENTER,Non-Profit,SAN DIEGO,Discharge Days,3636
2012,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Discharge Days,79105
2012,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Discharge Days,6890
2012,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,26277
2012,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Discharge Days,145843
2012,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Discharge Days,63134
2012,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Discharge Days,290123
2012,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Discharge Days,5912
2012,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,127727
2012,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,35625
2012,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Discharge Days,151960
2012,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,35552
2012,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,41648
2012,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Discharge Days,35859
2012,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Discharge Days,183177
2012,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,10566
2012,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,38549
2012,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,32028
2012,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Discharge Days,41199
2012,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Discharge Days,75371
2012,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,15851
2012,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Non-Profit,SAN JOAQUIN,Discharge Days,11320
2012,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Discharge Days,16678
2012,394003,SAN JOAQUIN COUNTY P.H.F.,City/County,SAN JOAQUIN,Discharge Days,4897
2012,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Discharge Days,44738
2012,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Non-Profit,SAN LUIS OBISPO,Discharge Days,12374
2012,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Discharge Days,14843
2012,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Discharge Days,26186
2012,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Discharge Days,20848
2012,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,City/County,SAN LUIS OBISPO,Discharge Days,3717
2012,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Discharge Days,126065
2012,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Discharge Days,32418
2012,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Discharge Days,21217
2012,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,60623
2012,410828,SETON MEDICAL CENTER - COASTSIDE,Non-Profit,SAN MATEO,Discharge Days,26207
2012,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,78108
2012,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,28680
2012,414018,MENLO PARK SURGICAL HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,368
2012,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,4646
2012,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Discharge Days,14961
2012,420493,MARIAN REGIONAL MEDICAL CENTER,Non-Profit,SANTA BARBARA,Discharge Days,66318
2012,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,87973
2012,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,750
2012,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Discharge Days,5304
2012,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Discharge Days,56042
2012,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,97459
2012,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Discharge Days,88481
2012,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,54021
2012,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Discharge Days,123811
2012,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,141558
2012,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,46387
2012,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Discharge Days,86713
2012,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Investor,SANTA CLARA,Discharge Days,8421
2012,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,13306
2012,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Discharge Days,96652
2012,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,Non-Profit,SANTA CLARA,Discharge Days,7222
2012,434220,CRESTWOOD SAN JOSE PSYCHIATRIC HEALTH FACILITY,Investor,SANTA CLARA,Discharge Days,3856
2012,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Discharge Days,62795
2012,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Discharge Days,6598
2012,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Discharge Days,20095
2012,450936,MAYERS MEMORIAL HOSPITAL,District,SHASTA,Discharge Days,3537
2012,450940,SHASTA REGIONAL MEDICAL CENTER,Investor,SHASTA,Discharge Days,29521
2012,450949,MERCY MEDICAL CENTER - REDDING,Non-Profit,SHASTA,Discharge Days,58348
2012,454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Investor,SHASTA,Discharge Days,28395
2012,454013,PATIENTS' HOSPITAL OF REDDING,Investor,SHASTA,Discharge Days,510
2012,470871,MERCY MEDICAL CENTER MT. SHASTA,Non-Profit,SISKIYOU,Discharge Days,2998
2012,474007,FAIRCHILD MEDICAL CENTER,Non-Profit,SISKIYOU,Discharge Days,5217
2012,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,Non-Profit,SOLANO,Discharge Days,54625
2012,481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,Non-Profit,SOLANO,Discharge Days,20656
2012,481094,SUTTER SOLANO MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,19949
2012,481357,NORTH BAY MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,36754
2012,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,Non-Profit,SOLANO,Discharge Days,15025
2012,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,Non-Profit,SONOMA,Discharge Days,27654
2012,490964,HEALDSBURG DISTRICT HOSPITAL,District,SONOMA,Discharge Days,4029
2012,491001,PETALUMA VALLEY HOSPITAL,Non-Profit,SONOMA,Discharge Days,10062
2012,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,Non-Profit,SONOMA,Discharge Days,59721
2012,491076,SONOMA VALLEY HOSPITAL,District,SONOMA,Discharge Days,11577
2012,491338,PALM DRIVE HOSPITAL,District,SONOMA,Discharge Days,4199
2012,494019,KAISER FND HOSP - SANTA ROSA,Non-Profit,SONOMA,Discharge Days,32935
2012,500852,DOCTORS MEDICAL CENTER,Investor,STANISLAUS,Discharge Days,121153
2012,500867,"EMANUEL MEDICAL CENTER, INC",Non-Profit,STANISLAUS,Discharge Days,78049
2012,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,Non-Profit,STANISLAUS,Discharge Days,94239
2012,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),District,STANISLAUS,Discharge Days,57577
2012,504038,STANISLAUS SURGICAL HOSPITAL,Investor,STANISLAUS,Discharge Days,1902
2012,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,City/County,SUTTER,Discharge Days,3247
2012,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Investor,SUTTER,Discharge Days,1317
2012,514033,NORTH VALLEY BEHAVIORAL HEALTH,Investor,SUTTER,Discharge Days,5188
2012,521041,ST. ELIZABETH COMMUNITY HOSPITAL,Non-Profit,TEHAMA,Discharge Days,9443
2012,531059,TRINITY HOSPITAL,District,TRINITY,Discharge Days,2344
2012,540734,KAWEAH DELTA MEDICAL CENTER,District,TULARE,Discharge Days,123882
2012,540798,SIERRA VIEW DISTRICT HOSPITAL,District,TULARE,Discharge Days,44731
2012,540816,TULARE REGIONAL MEDICAL CENTER,District,TULARE,Discharge Days,21169
2012,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,Non-Profit,TUOLUMNE,Discharge Days,48764
2012,560203,AURORA VISTA DEL MAR HOSPITAL,Investor,VENTURA,Discharge Days,22323
2012,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,Non-Profit,VENTURA,Discharge Days,50228
2012,560481,VENTURA COUNTY MEDICAL CENTER,City/County,VENTURA,Discharge Days,53555
2012,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Investor,VENTURA,Discharge Days,80503
2012,560501,OJAI VALLEY COMMUNITY HOSPITAL,Non-Profit,VENTURA,Discharge Days,23811
2012,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Non-Profit,VENTURA,Discharge Days,20276
2012,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,Non-Profit,VENTURA,Discharge Days,25138
2012,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Non-Profit,VENTURA,Discharge Days,58072
2012,560838,PACIFIC SHORES HOSPITAL,Investor,VENTURA,Discharge Days,7206
2012,564121,"THOUSAND OAKS SURGICAL HOSPITAL, A CAMPUS OF LOS ROBLES HOSP",Investor,VENTURA,Discharge Days,2620
2012,571086,WOODLAND MEMORIAL HOSPITAL,Non-Profit,YOLO,Discharge Days,17603
2012,574010,SUTTER DAVIS HOSPITAL,Non-Profit,YOLO,Discharge Days,11720
2012,580996,RIDEOUT MEMORIAL HOSPITAL,Non-Profit,YUBA,Discharge Days,57729
2013,010735,ALAMEDA HOSPITAL,District,ALAMEDA,Discharge Days,38987
2013,010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,Non-Profit,ALAMEDA,Discharge Days,91761
2013,010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,Non-Profit,ALAMEDA,Discharge Days,46733
2013,010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,10237
2013,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,Non-Profit,ALAMEDA,Discharge Days,27726
2013,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Discharge Days,124851
2013,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Discharge Days,76845
2013,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Discharge Days,51488
2013,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Discharge Days,18770
2013,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Discharge Days,62722
2013,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,28599
2013,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Discharge Days,61936
2013,013619,SAN LEANDRO HOSPITAL,City/County,ALAMEDA,Discharge Days,12071
2013,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,7504
2013,014034,FREMONT HOSPITAL,Investor,ALAMEDA,Discharge Days,31961
2013,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,45333
2013,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Investor,ALAMEDA,Discharge Days,7714
2013,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Discharge Days,3567
2013,014233,EDEN MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,42347
2013,034002,SUTTER AMADOR HOSPITAL,Non-Profit,AMADOR,Discharge Days,8695
2013,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Discharge Days,3613
2013,040875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Discharge Days,22306
2013,040937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Discharge Days,44635
2013,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Discharge Days,69827
2013,044006,BUTTE COUNTY MENTAL HEALTH SERVICES,City/County,BUTTE,Discharge Days,4876
2013,050932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Discharge Days,4403
2013,060870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Discharge Days,3880
2013,070904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Discharge Days,23611
2013,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Discharge Days,45276
2013,070934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Discharge Days,30776
2013,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,91846
2013,070990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Discharge Days,64856
2013,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,40730
2013,074017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Discharge Days,18181
2013,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Non-Profit,CONTRA COSTA,Discharge Days,19811
2013,074097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Discharge Days,27788
2013,084001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Discharge Days,7957
2013,090793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Discharge Days,10094
2013,090933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Discharge Days,23573
2013,094002,EL DORADO COUNTY P H F,City/County,EL DORADO,Discharge Days,3256
2013,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,55580
2013,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Discharge Days,17754
2013,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Discharge Days,256702
2013,100797,ADVENTIST MEDICAL CENTER - REEDLEY,Non-Profit,FRESNO,Discharge Days,5945
2013,100899,ST. AGNES MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,91920
2013,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Investor,FRESNO,Discharge Days,18158
2013,104047,FRESNO SURGICAL HOSPITAL,Investor,FRESNO,Discharge Days,3804
2013,104062,KAISER FND HOSP - FRESNO,Non-Profit,FRESNO,Discharge Days,26958
2013,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,Investor,FRESNO,Discharge Days,5177
2013,105029,FRESNO HEART AND SURGICAL HOSPITAL,Non-Profit,FRESNO,Discharge Days,11912
2013,110889,GLENN MEDICAL CENTER,Non-Profit,GLENN,Discharge Days,691
2013,121002,MAD RIVER COMMUNITY HOSPITAL,Investor,HUMBOLDT,Discharge Days,9073
2013,121031,JEROLD PHELPS COMMUNITY HOSPITAL,District,HUMBOLDT,Discharge Days,4656
2013,121051,REDWOOD MEMORIAL HOSPITAL,Non-Profit,HUMBOLDT,Discharge Days,5519
2013,121080,ST. JOSEPH HOSPITAL - EUREKA,Non-Profit,HUMBOLDT,Discharge Days,30397
2013,124004,SEMPERVIRENS P.H.F.,City/County,HUMBOLDT,Discharge Days,3414
2013,130699,EL CENTRO REGIONAL MEDICAL CENTER,City/County,IMPERIAL,Discharge Days,25822
2013,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,District,IMPERIAL,Discharge Days,18990
2013,141273,NORTHERN INYO HOSPITAL,District,INYO,Discharge Days,2557
2013,141338,SOUTHERN INYO HOSPITAL,District,INYO,Discharge Days,11943
2013,150706,DELANO REGIONAL MEDICAL CENTER,Non-Profit,KERN,Discharge Days,45226
2013,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,Non-Profit,KERN,Discharge Days,68047
2013,150736,KERN MEDICAL CENTER,City/County,KERN,Discharge Days,53852
2013,150737,KERN VALLEY HEALTHCARE DISTRICT,District,KERN,Discharge Days,23719
2013,150761,MERCY HOSPITAL - BAKERSFIELD,Non-Profit,KERN,Discharge Days,48262
2013,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,Investor,KERN,Discharge Days,15774
2013,150782,RIDGECREST REGIONAL HOSPITAL,Non-Profit,KERN,Discharge Days,9810
2013,150788,SAN JOAQUIN COMMUNITY HOSPITAL,Non-Profit,KERN,Discharge Days,76773
2013,150808,TEHACHAPI HOSPITAL,District,KERN,Discharge Days,260
2013,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,Investor,KERN,Discharge Days,20905
2013,154101,BAKERSFIELD HEART HOSPITAL,Investor,KERN,Discharge Days,16632
2013,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,Investor,KERN,Discharge Days,4305
2013,160702,CORCORAN DISTRICT HOSPITAL,District,KINGS,Discharge Days,312
2013,160787,CENTRAL VALLEY GENERAL HOSPITAL,Non-Profit,KINGS,Discharge Days,7594
2013,164029,ADVENTIST MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,42818
2013,171049,ST. HELENA HOSPITAL - CLEARLAKE,Non-Profit,LAKE,Discharge Days,5589
2013,171395,SUTTER LAKESIDE HOSPITAL,Non-Profit,LAKE,Discharge Days,7347
2013,184008,BANNER LASSEN MEDICAL CENTER,Non-Profit,LASSEN,Discharge Days,4275
2013,190017,ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,25844
2013,190020,BHC ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,32064
2013,190034,ANTELOPE VALLEY HOSPITAL,District,LOS ANGELES,Discharge Days,100090
2013,190045,CATALINA ISLAND MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,175
2013,190049,KINDRED HOSPITAL BALDWIN PARK,Investor,LOS ANGELES,Discharge Days,27256
2013,190052,BARLOW RESPIRATORY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,24001
2013,190053,ST. MARY MEDICAL CENTER - LONG BEACH,Non-Profit,LOS ANGELES,Discharge Days,54558
2013,190066,BELLFLOWER MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,6011
2013,190081,BEVERLY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,41440
2013,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,Investor,LOS ANGELES,Discharge Days,68823
2013,260011,MAMMOTH HOSPITAL,District,MONO,Discharge Days,1625
2013,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,75670
2013,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,Non-Profit,LOS ANGELES,Discharge Days,20650
2013,190148,CENTINELA HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,66446
2013,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,25184
2013,190159,TRI-CITY REGIONAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,15032
2013,190163,AURORA CHARTER OAK,Investor,LOS ANGELES,Discharge Days,44061
2013,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,104063
2013,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,59928
2013,190184,COLLEGE HOSPITAL,Investor,LOS ANGELES,Discharge Days,59120
2013,190196,KINDRED HOSPITAL SOUTH BAY,Investor,LOS ANGELES,Discharge Days,26918
2013,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Investor,LOS ANGELES,Discharge Days,14594
2013,190198,LOS ANGELES COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,27916
2013,190200,SAN GABRIEL VALLEY MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,64616
2013,190232,DEL AMO HOSPITAL,Investor,LOS ANGELES,Discharge Days,43185
2013,190240,LAKEWOOD REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,37610
2013,190243,PIH HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Discharge Days,38848
2013,190256,EAST LOS ANGELES DOCTORS HOSPITAL,Investor,LOS ANGELES,Discharge Days,26778
2013,190280,ENCINO HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,13597
2013,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,Non-Profit,LOS ANGELES,Discharge Days,19330
2013,190305,KINDRED HOSPITAL - LOS ANGELES,Investor,LOS ANGELES,Discharge Days,27119
2013,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",Investor,LOS ANGELES,Discharge Days,30379
2013,190315,GARFIELD MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,63474
2013,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,13589
2013,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,Non-Profit,LOS ANGELES,Discharge Days,116112
2013,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,10609
2013,190352,GREATER EL MONTE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,13228
2013,190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Investor,LOS ANGELES,Discharge Days,35246
2013,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,102811
2013,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,88724
2013,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,65303
2013,190400,HUNTINGTON MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,129066
2013,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,Investor,LOS ANGELES,Discharge Days,31006
2013,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,39090
2013,190422,TORRANCE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,101429
2013,190429,KAISER FND HOSP - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,136527
2013,190431,KAISER FND HOSP - SOUTH BAY,Non-Profit,LOS ANGELES,Discharge Days,49602
2013,190432,KAISER FND HOSP - PANORAMA CITY,Non-Profit,LOS ANGELES,Discharge Days,44185
2013,190434,KAISER FND HOSP - WEST LA,Non-Profit,LOS ANGELES,Discharge Days,44447
2013,190449,KINDRED HOSPITAL - LA MIRADA,Investor,LOS ANGELES,Discharge Days,58135
2013,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",Investor,LOS ANGELES,Discharge Days,23316
